model,year,region,color,fuel_type,transmission,engine_size_l,mileage_km,price_usd,sales_volume
M3,2023,Africa,Silver,Hybrid,Automatic,3.7,124505,37177,2477
i8,2023,Europe,Silver,Electric,Manual,2.5,97483,100589,4485
M3,2020,Asia,Silver,Petrol,Manual,2.4,131569,42354,5867
X5,2023,North America,Red,Hybrid,Automatic,3.6,177415,76267,2703
X5,2022,Europe,Grey,Diesel,Automatic,4.7,87085,102522,4041
X6,2024,Middle East,Black,Hybrid,Automatic,2.8,63884,51189,7260
7 Series,2020,North America,Red,Petrol,Automatic,1.9,12576,65141,7115
X1,2020,Europe,Black,Diesel,Manual,1.9,107252,115678,5732
i8,2024,Asia,Grey,Petrol,Automatic,4.8,52480,104187,3241
7 Series,2021,Asia,Black,Electric,Automatic,3.4,172098,93947,7498
X5,2024,Asia,Grey,Petrol,Manual,2.9,133504,57971,2686
i3,2021,Africa,Blue,Electric,Automatic,4.9,151470,58989,4975
3 Series,2022,North America,Black,Electric,Manual,3.7,77624,55110,433
X5,2022,North America,Grey,Petrol,Manual,2.5,73414,117442,6652
X6,2024,Africa,Red,Petrol,Automatic,2.9,136266,73307,7078
M3,2024,South America,Silver,Diesel,Manual,4.1,155894,30196,7760
X3,2024,South America,White,Electric,Manual,2.0,27562,96357,5119
i3,2020,North America,White,Hybrid,Manual,4.3,197498,68190,110
X1,2020,Africa,Black,Electric,Manual,2.1,148076,44006,5647
X5,2024,Middle East,Grey,Diesel,Manual,2.2,50752,93184,3080
X3,2023,Middle East,Black,Electric,Automatic,1.8,172526,30899,2975
X3,2023,Europe,Red,Petrol,Automatic,4.3,54332,106164,331
X1,2022,South America,Grey,Diesel,Manual,3.5,73058,59551,1196
i8,2021,South America,Silver,Diesel,Manual,1.5,76063,78660,2803
i3,2022,Europe,Silver,Diesel,Automatic,1.8,129320,77200,6409
5 Series,2021,Asia,Silver,Diesel,Automatic,3.7,56011,67833,1150
X5,2021,Middle East,Blue,Hybrid,Manual,4.1,78221,89302,369
5 Series,2023,South America,White,Diesel,Manual,3.2,162633,34849,3635
X6,2024,South America,Silver,Diesel,Automatic,4.3,138004,102080,9520
5 Series,2021,South America,Silver,Diesel,Automatic,2.2,84591,55204,604
7 Series,2024,Africa,White,Diesel,Automatic,3.2,252,81422,4704
i8,2020,North America,Red,Diesel,Automatic,2.3,165187,45965,6383
M5,2024,Asia,Blue,Electric,Manual,1.6,14414,90686,9216
5 Series,2020,South America,Red,Diesel,Manual,4.8,10713,103302,5382
5 Series,2024,Asia,Black,Electric,Manual,2.7,11553,86064,5471
i3,2022,Asia,Grey,Diesel,Automatic,1.6,134557,92014,1633
X1,2021,Asia,Red,Petrol,Manual,3.1,71769,112008,5574
X3,2020,Europe,Grey,Hybrid,Manual,2.8,95981,113571,302
i3,2024,Africa,Grey,Hybrid,Manual,3.8,132594,48013,5206
i8,2021,South America,White,Petrol,Automatic,4.2,151600,88684,3295
X3,2022,North America,White,Diesel,Automatic,3.4,35762,63106,6250
i3,2024,South America,Silver,Petrol,Automatic,4.6,31387,106516,8074
X1,2022,Middle East,Grey,Hybrid,Automatic,5.0,27440,83857,5805
X1,2024,South America,White,Hybrid,Automatic,2.6,62592,110762,6317
X6,2020,Middle East,Black,Electric,Automatic,3.5,146061,59473,3142
X3,2022,South America,Silver,Hybrid,Manual,3.1,120798,83126,6937
3 Series,2020,South America,Black,Hybrid,Manual,4.7,114206,52115,9316
X6,2023,North America,Silver,Hybrid,Manual,1.8,15246,38188,7169
X3,2023,Asia,Red,Electric,Automatic,3.1,10329,109782,5022
i8,2023,South America,Silver,Petrol,Automatic,4.2,97564,63541,3019
3 Series,2021,Asia,Black,Electric,Manual,4.0,95706,91413,1029
5 Series,2020,Middle East,Blue,Petrol,Manual,1.8,79051,105028,4669
i3,2024,Europe,Silver,Electric,Automatic,4.6,11702,50895,7682
i8,2021,Europe,Red,Petrol,Manual,2.5,44257,74606,3653
i8,2022,Asia,White,Diesel,Manual,1.8,16681,87524,3514
7 Series,2021,Europe,Grey,Electric,Automatic,1.7,83847,45044,6372
3 Series,2023,Middle East,Red,Diesel,Manual,4.7,110162,55475,3699
5 Series,2023,North America,White,Petrol,Manual,4.3,159097,89754,8442
X6,2021,Africa,Red,Diesel,Automatic,2.6,123031,34371,5411
i8,2021,Middle East,Silver,Diesel,Automatic,4.3,82469,76753,8208
M5,2022,Asia,Blue,Hybrid,Automatic,2.3,77619,31285,8740
M3,2022,North America,White,Hybrid,Automatic,4.2,93509,39099,5328
i3,2024,Middle East,Red,Electric,Automatic,4.4,7510,34920,9618
X6,2021,Asia,Blue,Hybrid,Manual,3.5,75616,85548,5092
X5,2020,Africa,Silver,Diesel,Automatic,4.7,172661,80865,1454
M3,2023,North America,Grey,Petrol,Automatic,2.0,194982,51332,130
M3,2022,North America,Red,Hybrid,Manual,2.7,18287,113933,6191
X6,2021,Middle East,White,Petrol,Automatic,3.3,72775,53005,1862
7 Series,2021,Middle East,Blue,Hybrid,Manual,2.2,109003,76162,9072
M3,2023,Middle East,Grey,Hybrid,Manual,1.8,112548,98681,955
M5,2023,Asia,Silver,Petrol,Automatic,4.6,171644,63655,5369
X6,2021,Middle East,Silver,Petrol,Manual,2.5,894,47506,5077
i3,2021,Europe,Silver,Diesel,Automatic,3.8,107636,116169,8821
i8,2021,North America,Red,Petrol,Automatic,3.3,197210,88970,6990
i8,2024,Asia,Black,Diesel,Automatic,2.0,100813,37561,6660
M5,2021,Europe,White,Electric,Automatic,4.8,67281,107233,8315
7 Series,2020,Europe,Red,Petrol,Automatic,3.8,43214,74707,3111
3 Series,2024,Asia,Black,Diesel,Manual,2.5,110434,77160,7462
5 Series,2020,North America,Black,Petrol,Automatic,1.6,32293,82711,158
5 Series,2023,Asia,Red,Diesel,Manual,2.5,186049,68925,9063
i3,2022,Middle East,Grey,Electric,Automatic,3.5,78593,114013,7061
i3,2021,South America,Black,Diesel,Manual,2.3,184833,76037,9653
X1,2022,North America,Red,Diesel,Manual,1.6,99034,58910,3058
i8,2020,Africa,Black,Hybrid,Automatic,4.8,170334,55969,9009
3 Series,2020,Europe,Silver,Diesel,Automatic,4.9,132963,111496,5566
X6,2024,North America,Red,Petrol,Manual,3.4,135813,108198,8045
3 Series,2020,South America,Black,Electric,Manual,4.2,132634,48986,4894
X6,2022,South America,Grey,Petrol,Automatic,1.8,20815,113483,9594
3 Series,2020,Middle East,Grey,Hybrid,Manual,2.1,58032,117306,8378
5 Series,2024,Africa,White,Petrol,Automatic,4.9,47896,80016,9467
3 Series,2020,Asia,Black,Petrol,Automatic,3.9,78401,64650,3716
M3,2020,Asia,Black,Petrol,Automatic,1.9,104566,119614,2131
i8,2024,South America,Silver,Diesel,Manual,3.1,53434,64882,1125
X5,2021,Asia,Black,Petrol,Manual,3.5,4802,78399,4718
X6,2023,North America,White,Hybrid,Automatic,3.9,86404,63068,4499
7 Series,2023,North America,Red,Hybrid,Automatic,3.0,179041,104538,8765
i3,2022,South America,Black,Petrol,Manual,4.2,147596,91853,7037
X6,2020,Middle East,Blue,Diesel,Automatic,3.1,31501,48875,3259
5 Series,2022,Asia,Black,Electric,Automatic,2.6,170882,75161,8694
i3,2021,North America,Silver,Petrol,Automatic,3.3,61969,86489,9864
X6,2022,Africa,Black,Electric,Manual,4.8,87651,95088,9900
3 Series,2023,Asia,Blue,Hybrid,Manual,3.8,199095,111870,4776
i3,2024,Africa,Grey,Electric,Automatic,4.3,119015,94219,1396
X6,2022,Asia,Black,Hybrid,Automatic,2.4,178309,87458,5336
M3,2022,Asia,Blue,Electric,Automatic,2.4,88518,37727,4694
i8,2020,South America,Silver,Petrol,Manual,2.5,110797,79587,2465
3 Series,2020,Asia,White,Hybrid,Automatic,4.1,35772,78742,4900
5 Series,2021,North America,Silver,Hybrid,Manual,3.9,82557,89841,8764
5 Series,2020,North America,Grey,Petrol,Manual,3.7,122053,98335,2362
X1,2021,Africa,Grey,Hybrid,Manual,4.5,179494,114015,3200
7 Series,2023,South America,Grey,Hybrid,Automatic,3.7,72937,89669,9228
X3,2023,Middle East,Grey,Hybrid,Manual,2.5,142480,109762,6877
7 Series,2022,North America,White,Hybrid,Automatic,2.9,120295,83645,888
i3,2023,Europe,Grey,Diesel,Manual,3.2,108066,47606,1773
7 Series,2020,Middle East,Grey,Electric,Manual,2.4,57867,73328,1232
3 Series,2020,Europe,Silver,Hybrid,Manual,3.9,98523,110524,988
i3,2021,Europe,Grey,Electric,Automatic,4.9,23445,90093,6608
i8,2023,North America,Black,Electric,Automatic,2.1,82255,114264,5437
X6,2023,Middle East,Blue,Hybrid,Automatic,1.7,71360,34266,9427
i8,2022,Asia,White,Diesel,Manual,2.3,33494,40087,438
X1,2024,Middle East,Black,Diesel,Manual,3.7,66330,54984,6744
i8,2023,South America,Black,Electric,Automatic,2.7,3132,54684,6812
5 Series,2022,Europe,Blue,Petrol,Manual,3.2,43485,38016,8381
M5,2020,North America,Grey,Diesel,Automatic,3.3,30207,73083,8834
7 Series,2020,Africa,Grey,Diesel,Automatic,3.3,692,79220,3735
X3,2020,Asia,Black,Electric,Automatic,3.8,115324,111609,2813
M3,2020,South America,White,Hybrid,Automatic,2.7,123710,103800,2108
7 Series,2022,North America,Grey,Petrol,Automatic,3.3,183367,70293,4264
X5,2024,Middle East,Red,Diesel,Manual,2.4,78797,34380,1754
X3,2023,Asia,White,Petrol,Automatic,2.3,1761,33810,7733
7 Series,2024,South America,White,Diesel,Automatic,3.2,62049,108162,8061
X1,2021,Asia,White,Hybrid,Manual,3.0,195029,107537,2951
X5,2024,Middle East,Blue,Diesel,Automatic,2.6,143834,117626,8007
i8,2020,South America,White,Diesel,Manual,2.7,118999,35833,6728
X3,2024,North America,Grey,Diesel,Automatic,3.4,106036,114699,3134
5 Series,2024,Europe,Grey,Hybrid,Manual,1.7,123299,42383,3905
X5,2023,Asia,Grey,Electric,Automatic,3.5,169029,32561,6976
M5,2022,Middle East,Silver,Electric,Automatic,3.9,44638,113619,9683
X3,2023,Africa,Blue,Diesel,Manual,2.6,14465,105794,168
3 Series,2020,North America,Blue,Diesel,Automatic,4.2,106582,86403,1704
X3,2020,North America,Black,Hybrid,Automatic,1.5,16109,38914,8828
X3,2024,North America,Grey,Petrol,Automatic,3.9,4842,107312,412
X6,2022,Middle East,Silver,Electric,Automatic,4.2,187506,92712,1136
i3,2021,South America,Red,Electric,Manual,3.2,188492,117586,7761
5 Series,2020,North America,Red,Hybrid,Manual,3.3,102267,110341,3421
X6,2024,Asia,Blue,Hybrid,Manual,2.7,65584,32081,6570
5 Series,2023,South America,Black,Hybrid,Manual,3.5,42727,106789,6888
X5,2023,North America,White,Diesel,Automatic,3.1,129587,30546,5833
3 Series,2022,South America,Blue,Electric,Automatic,4.8,118760,83836,749
X3,2022,North America,Red,Petrol,Automatic,1.7,149393,60654,422
M3,2020,North America,Red,Diesel,Manual,2.2,17250,85806,1035
X1,2023,Asia,Silver,Diesel,Manual,2.8,180145,107689,6965
X1,2020,Middle East,Grey,Petrol,Manual,3.3,76609,81362,6976
7 Series,2020,North America,Black,Petrol,Automatic,4.0,96334,56027,108
i3,2021,Africa,Blue,Diesel,Manual,1.9,24924,32613,9416
3 Series,2023,North America,White,Petrol,Automatic,1.9,40710,54818,9139
i8,2023,Africa,White,Hybrid,Automatic,4.7,119363,44384,9906
3 Series,2020,Europe,Grey,Diesel,Automatic,2.7,149369,57500,3824
3 Series,2020,Asia,White,Petrol,Manual,2.8,7012,78159,5449
i3,2020,Asia,Blue,Electric,Manual,4.7,49544,41221,2639
M3,2024,South America,White,Electric,Automatic,2.4,186200,53250,7447
7 Series,2020,North America,Grey,Hybrid,Automatic,3.0,172867,68484,4868
X5,2024,Middle East,Grey,Electric,Manual,4.4,23851,100327,1171
X3,2020,South America,Silver,Diesel,Automatic,3.0,84335,39074,4303
M3,2020,Europe,Black,Hybrid,Automatic,4.9,117078,100791,8776
i3,2024,South America,Silver,Electric,Manual,4.4,69021,115927,7545
i3,2024,South America,Blue,Petrol,Manual,2.4,155370,90870,942
X3,2020,South America,Grey,Hybrid,Automatic,4.6,39123,82431,3792
M3,2020,North America,Blue,Electric,Automatic,4.4,181632,113409,4276
X3,2020,Europe,Silver,Electric,Manual,2.7,113299,115712,8487
i3,2021,Middle East,White,Petrol,Automatic,5.0,84811,58752,4547
X5,2024,Europe,Black,Diesel,Manual,1.7,22159,107776,3630
X1,2020,South America,White,Hybrid,Automatic,4.2,27837,91279,5292
X1,2021,Asia,Blue,Electric,Automatic,2.2,168119,91128,9747
i8,2020,Middle East,Black,Petrol,Automatic,2.0,9601,50484,2019
M3,2021,North America,Silver,Petrol,Automatic,2.5,24188,43584,5720
5 Series,2020,Middle East,Silver,Diesel,Manual,3.4,85078,55386,1158
i3,2024,Asia,Blue,Diesel,Automatic,3.1,192427,76353,838
i8,2021,Middle East,White,Petrol,Manual,3.9,37252,45117,6204
i8,2022,Asia,Blue,Petrol,Automatic,2.8,71820,71833,5250
5 Series,2024,South America,White,Diesel,Manual,1.9,10023,89975,4335
X1,2024,Asia,White,Electric,Manual,1.9,32731,100603,6840
3 Series,2024,Africa,Grey,Diesel,Manual,2.3,159196,73099,9537
3 Series,2021,South America,Silver,Hybrid,Manual,2.2,32902,113290,7090
X3,2022,Middle East,Red,Electric,Manual,3.4,149242,54983,7605
7 Series,2023,Europe,Silver,Diesel,Manual,1.6,5843,41757,4900
3 Series,2024,Asia,White,Petrol,Automatic,5.0,135456,58082,8002
5 Series,2020,Africa,Blue,Diesel,Manual,3.5,89481,86418,4133
7 Series,2020,Middle East,Red,Electric,Manual,3.4,20631,68613,2639
M3,2023,North America,Blue,Electric,Manual,1.6,87169,87975,9236
X3,2021,South America,Red,Electric,Automatic,2.5,114066,45473,7159
X3,2023,North America,Black,Hybrid,Automatic,3.1,49433,72327,5873
5 Series,2024,Europe,Blue,Hybrid,Manual,3.7,31816,81292,4875
i3,2024,Middle East,Silver,Diesel,Manual,2.6,153696,83024,7441
i3,2024,Asia,Silver,Hybrid,Manual,4.0,156137,47983,8064
X1,2023,Africa,Black,Electric,Manual,3.7,38056,67935,2004
M5,2024,Europe,Blue,Hybrid,Manual,4.8,74783,72637,6338
7 Series,2022,Africa,White,Hybrid,Manual,4.6,123344,114171,8643
X5,2021,North America,Grey,Electric,Manual,2.5,192788,107780,3476
X6,2024,Africa,Black,Diesel,Manual,4.0,160086,37310,6026
M3,2024,Middle East,Red,Petrol,Automatic,2.9,161891,36512,4747
M5,2023,Europe,White,Electric,Manual,3.1,68416,90200,6832
X3,2022,Middle East,Blue,Electric,Manual,2.1,81476,83514,3784
M3,2023,Middle East,Grey,Diesel,Manual,3.4,90019,37826,6332
M5,2020,Middle East,Black,Electric,Automatic,2.5,69372,39085,3156
7 Series,2021,Europe,Silver,Diesel,Automatic,4.1,101716,77321,5581
3 Series,2024,Middle East,White,Electric,Manual,2.4,184892,44626,4490
X5,2021,Africa,White,Hybrid,Automatic,3.6,66318,110786,2516
M3,2020,Africa,Red,Diesel,Manual,3.7,10236,75535,977
i8,2022,Africa,White,Electric,Manual,2.5,62724,48961,7766
3 Series,2021,Middle East,White,Electric,Manual,2.8,30592,116799,5429
5 Series,2021,South America,Grey,Petrol,Automatic,4.1,29195,92744,4321
7 Series,2020,South America,Silver,Petrol,Automatic,2.4,75530,116213,7286
i3,2020,Middle East,Black,Petrol,Automatic,2.7,176301,101669,5758
M3,2021,Asia,Red,Petrol,Automatic,2.5,26182,68199,5828
X3,2024,Europe,Blue,Hybrid,Manual,4.9,174105,52660,1168
i8,2024,North America,Black,Hybrid,Automatic,4.4,162784,68796,7590
X3,2021,Africa,Grey,Hybrid,Automatic,1.9,18726,82380,6359
X1,2022,Europe,Grey,Electric,Automatic,2.7,115076,60777,2494
i8,2022,Asia,White,Petrol,Automatic,3.0,151240,39882,8080
7 Series,2023,Middle East,White,Petrol,Manual,4.7,118307,58565,9499
i3,2022,North America,Silver,Petrol,Automatic,2.5,9125,53354,1820
3 Series,2020,Middle East,Black,Electric,Manual,2.1,120635,87425,4939
M5,2022,Europe,White,Diesel,Manual,4.9,197097,59152,4225
3 Series,2023,Africa,Blue,Petrol,Automatic,1.5,114044,34958,3676
X6,2020,South America,Blue,Hybrid,Manual,4.6,47706,119199,8290
X3,2020,Middle East,White,Electric,Automatic,3.0,89460,105030,9562
i3,2020,South America,Grey,Electric,Manual,3.9,171702,86007,918
7 Series,2020,South America,White,Electric,Manual,3.8,104393,71327,7519
i8,2022,South America,Silver,Electric,Manual,3.7,113408,71800,6290
X3,2021,Europe,Silver,Diesel,Automatic,3.5,31625,62937,899
X6,2020,Asia,White,Hybrid,Automatic,4.3,157103,36873,4589
X5,2023,Africa,Blue,Petrol,Manual,4.5,178112,86294,5875
X1,2022,South America,Red,Hybrid,Automatic,2.1,116255,60197,4215
M3,2022,North America,Red,Hybrid,Automatic,4.3,24455,94473,435
M3,2023,Europe,Black,Diesel,Manual,2.6,163215,88390,2176
M3,2024,Europe,Black,Diesel,Manual,2.5,114035,111972,392
M3,2023,Europe,Silver,Petrol,Automatic,2.4,75577,77580,8769
3 Series,2024,Middle East,White,Electric,Automatic,4.8,157936,37965,1762
X1,2023,South America,White,Hybrid,Manual,2.7,57040,74974,6234
5 Series,2022,South America,Blue,Petrol,Manual,3.5,58479,106218,7855
X3,2021,North America,White,Diesel,Manual,4.2,107508,64679,1912
X3,2024,North America,Black,Diesel,Automatic,2.1,118806,113626,5200
X6,2024,North America,Grey,Diesel,Manual,1.6,2993,45337,380
3 Series,2024,Asia,Red,Hybrid,Automatic,2.5,186796,58881,6435
i3,2023,North America,Grey,Diesel,Manual,3.1,135494,32996,4277
i3,2022,Middle East,Grey,Petrol,Automatic,3.6,10316,87181,8215
M5,2022,Middle East,Grey,Electric,Automatic,3.1,82095,65010,4588
5 Series,2023,North America,Grey,Petrol,Manual,1.6,156877,31579,9768
M3,2020,Africa,Black,Electric,Manual,2.8,24575,90582,3769
X5,2022,Middle East,Red,Electric,Automatic,4.2,33978,73030,1583
7 Series,2021,North America,Black,Hybrid,Manual,4.5,190282,102478,3087
3 Series,2021,Europe,Black,Diesel,Automatic,3.8,183944,87654,7308
5 Series,2020,Asia,Red,Hybrid,Manual,2.0,129155,65623,4225
M3,2024,Asia,Blue,Diesel,Automatic,4.9,91756,93485,6368
X3,2023,Africa,Silver,Diesel,Manual,2.6,99983,80084,9556
M5,2022,Africa,Red,Hybrid,Manual,5.0,23936,44462,9015
M5,2021,Europe,Red,Electric,Manual,2.5,9981,31263,1761
7 Series,2023,Asia,Blue,Diesel,Automatic,3.5,58720,30145,1313
i8,2021,South America,Black,Hybrid,Manual,3.4,187832,104229,3068
X6,2023,South America,Black,Petrol,Manual,1.9,79651,106156,1230
M5,2020,South America,Silver,Hybrid,Automatic,2.7,171863,31365,2157
X5,2023,North America,Grey,Hybrid,Manual,3.7,76041,54535,2044
i8,2021,South America,Grey,Electric,Automatic,3.9,115817,57712,152
i8,2022,Africa,White,Diesel,Manual,2.4,108680,37854,6851
5 Series,2023,Europe,Blue,Hybrid,Automatic,2.7,12457,75402,5343
X1,2024,Europe,Blue,Petrol,Manual,4.0,191212,43138,7951
X1,2021,Africa,Black,Petrol,Automatic,2.6,11146,108445,1067
7 Series,2020,Europe,Grey,Electric,Automatic,3.9,166799,68424,8165
3 Series,2022,Asia,Red,Electric,Automatic,4.4,96772,53966,1861
3 Series,2024,Africa,Silver,Diesel,Manual,4.0,42856,71617,4782
3 Series,2024,South America,Grey,Hybrid,Automatic,2.1,87016,63268,7388
X3,2020,Africa,Red,Electric,Automatic,3.0,114672,75386,7019
X1,2023,South America,Red,Petrol,Automatic,4.5,50752,45588,4886
5 Series,2023,Europe,Black,Petrol,Automatic,4.6,145993,76884,2153
X6,2020,South America,Red,Petrol,Automatic,3.4,62853,49576,3053
M5,2020,Asia,White,Diesel,Manual,2.8,79694,38366,4702
X6,2020,North America,Grey,Petrol,Manual,2.5,150023,39931,2531
3 Series,2021,Europe,Red,Diesel,Manual,4.7,114647,58461,467
M5,2023,North America,Silver,Hybrid,Automatic,3.7,19643,116187,3708
X3,2022,Europe,Red,Petrol,Automatic,4.9,160938,85199,731
X6,2022,Asia,Grey,Petrol,Manual,3.2,69728,92223,9570
X5,2021,Europe,Red,Electric,Manual,3.3,64413,119753,6287
M3,2023,Middle East,White,Electric,Automatic,2.6,24844,67845,8015
X1,2020,Asia,Black,Petrol,Manual,3.9,92573,77509,9542
X3,2021,Europe,Silver,Hybrid,Automatic,2.2,76563,62915,4405
5 Series,2023,Middle East,Blue,Diesel,Manual,2.0,65908,110144,7721
X5,2022,South America,Black,Diesel,Automatic,2.7,5237,61414,6954
X5,2020,Middle East,Grey,Diesel,Automatic,2.4,63704,113278,308
3 Series,2022,Asia,Black,Diesel,Automatic,1.6,142242,118763,9508
X3,2022,Middle East,White,Petrol,Automatic,3.5,23928,51116,9090
X5,2020,Africa,Black,Petrol,Manual,1.7,39487,71086,9578
3 Series,2024,Africa,Silver,Electric,Automatic,1.6,123113,54444,8335
M5,2023,Asia,Black,Hybrid,Manual,2.7,153006,39329,537
7 Series,2020,Middle East,White,Diesel,Manual,4.0,198117,35304,2457
X1,2022,Europe,White,Electric,Automatic,4.7,8595,39255,5492
X5,2020,Africa,Red,Diesel,Automatic,3.6,14530,86645,8840
X3,2024,Asia,Blue,Diesel,Automatic,3.5,182627,59385,3327
X1,2020,Africa,White,Hybrid,Automatic,2.5,131887,44343,5740
X5,2022,Africa,Silver,Petrol,Manual,3.5,52294,58964,6602
X5,2024,Middle East,Silver,Petrol,Automatic,2.3,43960,105785,8034
M5,2022,North America,Blue,Diesel,Manual,3.8,87266,91254,8014
M3,2020,Asia,Silver,Petrol,Manual,3.9,132472,72466,7115
X6,2024,North America,White,Hybrid,Automatic,4.4,59915,53047,3077
7 Series,2021,Europe,Blue,Petrol,Automatic,3.2,165481,38491,6795
X6,2024,North America,Red,Petrol,Automatic,2.4,60332,73903,2713
X3,2020,Middle East,Black,Diesel,Manual,3.8,176853,110461,9150
X5,2020,South America,Silver,Petrol,Manual,2.3,87710,55411,8505
i8,2024,Middle East,Silver,Hybrid,Manual,2.3,12929,115183,6651
X3,2024,South America,Red,Diesel,Manual,2.3,192773,80865,4205
5 Series,2024,Asia,Red,Petrol,Automatic,2.6,29773,93474,591
M3,2023,Europe,Silver,Petrol,Manual,4.3,124005,109068,5135
X5,2020,North America,White,Hybrid,Automatic,3.0,67386,62175,1870
X3,2024,Middle East,Silver,Diesel,Manual,3.7,89050,48906,5206
M5,2020,Europe,Red,Electric,Automatic,2.0,155635,38954,3198
5 Series,2020,Middle East,Red,Diesel,Automatic,2.5,73743,48495,6371
7 Series,2024,South America,White,Hybrid,Manual,4.4,68287,33726,521
X5,2023,Middle East,White,Petrol,Manual,4.5,116825,74327,2828
M5,2021,Asia,Blue,Diesel,Automatic,1.5,179407,101367,8418
M3,2020,Middle East,White,Diesel,Manual,4.7,48816,56622,5056
X5,2020,Asia,Black,Hybrid,Automatic,4.4,129151,90114,4245
X5,2021,North America,Silver,Hybrid,Manual,2.6,34159,113340,2209
M5,2023,Middle East,Red,Hybrid,Automatic,2.0,161820,58429,2162
X1,2020,South America,Silver,Petrol,Automatic,3.4,78204,31406,3906
M5,2020,Middle East,Red,Diesel,Automatic,4.5,80414,111489,2673
i3,2023,Middle East,Red,Electric,Automatic,4.5,5638,113238,3349
M3,2020,Europe,Silver,Hybrid,Automatic,4.5,42592,61348,9511
i8,2023,South America,Blue,Electric,Automatic,4.8,87953,49159,305
i3,2023,Africa,Black,Petrol,Manual,2.8,175156,102661,4925
X6,2023,South America,Black,Electric,Manual,3.4,85285,104938,3343
5 Series,2021,North America,Blue,Electric,Automatic,2.6,194146,109630,3696
X1,2021,Europe,Grey,Diesel,Automatic,4.0,21815,76122,7675
X6,2022,South America,White,Diesel,Manual,3.2,32118,85037,6647
